,date,open,high,low,close,volume,adjclose,numerator,denominator,splitRatio,type,data
0,1610721000,852.0,859.9000244140625,819.0999755859375,826.1599731445312,38647900.0,826.1599731445312,,,,,
1,1610634600,843.3900146484375,863.0,838.75,845.0,31266300.0,845.0,,,,,
2,1610548200,852.760009765625,860.469970703125,832.0,854.4099731445312,33312500.0,854.4099731445312,,,,,
3,1610461800,831.0,868.0,827.3400268554688,849.4400024414062,46270700.0,849.4400024414062,,,,,
4,1610375400,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,59554100.0,811.1900024414062,,,,,
5,1610116200,856.0,884.489990234375,838.3900146484375,880.02001953125,74661000.0,880.02001953125,,,,,
6,1610029800,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,51498900.0,816.0399780273438,,,,,
7,1609943400,758.489990234375,774.0,749.0999755859375,755.97998046875,44700000.0,755.97998046875,,,,,
8,1609857000,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,32245200.0,735.1099853515625,,,,,
9,1609770600,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,48638200.0,729.77001953125,,,,,
10,1609425000,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,49570900.0,705.6699829101562,,,,,
11,1609338600,672.0,696.5999755859375,668.3599853515625,694.780029296875,42846000.0,694.780029296875,,,,,
12,1609252200,661.0,669.9000244140625,655.0,665.989990234375,22910800.0,665.989990234375,,,,,
13,1609165800,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062,32278600.0,663.6900024414062,,,,,
14,1608820200,642.989990234375,666.0900268554688,641.0,661.77001953125,22865600.0,661.77001953125,,,,,
15,1608733800,632.2000122070312,651.5,622.5700073242188,645.97998046875,33173000.0,645.97998046875,,,,,
16,1608647400,648.0,649.8800048828125,614.22998046875,640.3400268554688,51716000.0,640.3400268554688,,,,,
17,1608561000,666.239990234375,668.5,646.0700073242188,649.8599853515625,58045300.0,649.8599853515625,,,,,
18,1608301800,668.9000244140625,695.0,628.5399780273438,695.0,222126200.0,695.0,,,,,
19,1608215400,628.1900024414062,658.8200073242188,619.5,655.9000244140625,56270100.0,655.9000244140625,,,,,
20,1608129000,628.22998046875,632.5,605.0,622.77001953125,42095800.0,622.77001953125,,,,,
21,1608042600,643.280029296875,646.9000244140625,623.7999877929688,633.25,45223600.0,633.25,,,,,
22,1607956200,619.0,642.75,610.2000122070312,639.8300170898438,52040600.0,639.8300170898438,,,,,
23,1607697000,615.010009765625,624.0,596.7999877929688,609.989990234375,46475000.0,609.989990234375,,,,,
24,1607610600,574.3699951171875,627.75,566.3400268554688,627.0700073242188,67083200.0,627.0700073242188,,,,,
25,1607524200,653.6900024414062,654.3200073242188,588.0,604.47998046875,71291200.0,604.47998046875,,,,,
26,1607437800,625.510009765625,651.280029296875,618.5,649.8800048828125,64265000.0,649.8800048828125,,,,,
27,1607351400,604.9199829101562,648.7899780273438,603.0499877929688,641.760009765625,56309700.0,641.760009765625,,,,,
28,1607092200,591.010009765625,599.0399780273438,585.5,599.0399780273438,29401300.0,599.0399780273438,,,,,
29,1607005800,590.02001953125,598.969970703125,582.4299926757812,593.3800048828125,42552000.0,593.3800048828125,,,,,
30,1606919400,556.4400024414062,571.5399780273438,541.2100219726562,568.8200073242188,47775700.0,568.8200073242188,,,,,
31,1606833000,597.5900268554688,597.8499755859375,572.0499877929688,584.760009765625,40382800.0,584.760009765625,,,,,
32,1606746600,602.2100219726562,607.7999877929688,554.510009765625,567.5999755859375,63003100.0,567.5999755859375,,,,,
33,1606487400,581.1599731445312,598.780029296875,578.4500122070312,585.760009765625,37561100.0,585.760009765625,,,,,
34,1606314600,550.0599975585938,574.0,545.3699951171875,574.0,48930200.0,574.0,,,,,
35,1606228200,540.4000244140625,559.989990234375,526.2000122070312,555.3800048828125,53648500.0,555.3800048828125,,,,,
36,1606141800,503.5,526.0,501.7900085449219,521.8499755859375,50260300.0,521.8499755859375,,,,,
37,1605882600,497.989990234375,502.5,489.05999755859375,489.6099853515625,32911900.0,489.6099853515625,,,,,
38,1605796200,492.0,508.6099853515625,487.57000732421875,499.2699890136719,62475300.0,499.2699890136719,,,,,
39,1605709800,448.3500061035156,496.0,443.5,486.6400146484375,78044000.0,486.6400146484375,,,,,
40,1605623400,460.1700134277344,462.0,433.010009765625,441.6099853515625,61188300.0,441.6099853515625,,,,,
41,1605537000,408.92999267578125,412.45001220703125,404.0899963378906,408.0899963378906,26838600.0,408.0899963378906,,,,,
42,1605277800,410.8500061035156,412.5299987792969,401.6600036621094,408.5,19771100.0,408.5,,,,,
43,1605191400,415.04998779296875,423.0,409.5199890136719,411.760009765625,19855100.0,411.760009765625,,,,,
44,1605105000,416.45001220703125,418.70001220703125,410.5799865722656,417.1300048828125,17357700.0,417.1300048828125,,,,,
45,1605018600,420.0899963378906,420.0899963378906,396.0299987792969,410.3599853515625,30284200.0,410.3599853515625,,,,,
46,1604932200,439.5,452.5,421.0,421.260009765625,34833000.0,421.260009765625,,,,,
47,1604673000,436.1000061035156,436.57000732421875,424.2799987792969,429.95001220703125,21706000.0,429.95001220703125,,,,,
48,1604586600,428.29998779296875,440.0,424.0,438.0899963378906,28414500.0,438.0899963378906,,,,,
49,1604500200,430.6199951171875,435.3999938964844,417.1000061035156,420.9800109863281,32143100.0,420.9800109863281,,,,,
50,1604413800,409.7300109863281,427.7699890136719,406.69000244140625,423.8999938964844,34351700.0,423.8999938964844,,,,,
51,1604327400,394.0,406.9800109863281,392.29998779296875,400.510009765625,29021100.0,400.510009765625,,,,,
52,1604064600,406.8999938964844,407.5899963378906,379.1099853515625,388.0400085449219,42511300.0,388.0400085449219,,,,,
53,1603978200,409.9599914550781,418.05999755859375,406.4599914550781,410.8299865722656,22655300.0,410.8299865722656,,,,,
54,1603891800,416.4800109863281,418.6000061035156,406.0,406.0199890136719,25451400.0,406.0199890136719,,,,,
55,1603805400,423.760009765625,430.5,420.1000061035156,424.67999267578125,22686500.0,424.67999267578125,,,,,
56,1603719000,411.6300048828125,425.760009765625,410.0,420.2799987792969,28239200.0,420.2799987792969,,,,,
57,1603459800,421.8399963378906,422.8900146484375,407.3800048828125,420.6300048828125,33717000.0,420.6300048828125,,,,,
58,1603373400,441.9200134277344,445.2300109863281,424.510009765625,425.7900085449219,39993200.0,425.7900085449219,,,,,
59,1603287000,422.70001220703125,432.95001220703125,421.25,422.6400146484375,32370500.0,422.6400146484375,,,,,
60,1603200600,431.75,431.75,419.04998779296875,421.94000244140625,31656300.0,421.94000244140625,,,,,
61,1603114200,446.239990234375,447.0,428.8699951171875,430.8299865722656,36287800.0,430.8299865722656,,,,,
62,1602855000,454.44000244140625,455.95001220703125,438.8500061035156,439.6700134277344,32775900.0,439.6700134277344,,,,,
63,1602768600,450.30999755859375,456.57000732421875,442.5,448.8800048828125,35672400.0,448.8800048828125,,,,,
64,1602682200,449.7799987792969,465.8999938964844,447.3500061035156,461.29998779296875,48045400.0,461.29998779296875,,,,,
65,1602595800,443.3500061035156,448.8900146484375,436.6000061035156,446.6499938964844,34463700.0,446.6499938964844,,,,,
66,1602509400,442.0,448.739990234375,438.5799865722656,442.29998779296875,38791100.0,442.29998779296875,,,,,
67,1602250200,430.1300048828125,434.5899963378906,426.4599914550781,434.0,28925700.0,434.0,,,,,
68,1602163800,438.44000244140625,439.0,425.29998779296875,425.9200134277344,40421100.0,425.9200134277344,,,,,
69,1602077400,419.8699951171875,429.8999938964844,413.8500061035156,425.29998779296875,43127700.0,425.29998779296875,,,,,
70,1601991000,423.7900085449219,428.7799987792969,406.04998779296875,413.9800109863281,49146300.0,413.9800109863281,,,,,
71,1601904600,423.3500061035156,433.6400146484375,419.3299865722656,425.67999267578125,44722800.0,425.67999267578125,,,,,
72,1601645400,421.3900146484375,439.1300048828125,415.0,415.0899963378906,71430000.0,415.0899963378906,,,,,
73,1601559000,440.760009765625,448.8800048828125,434.4200134277344,448.1600036621094,50741500.0,448.1600036621094,,,,,
74,1601472600,421.32000732421875,433.92999267578125,420.4700012207031,429.010009765625,48145600.0,429.010009765625,,,,,
75,1601386200,416.0,428.5,411.6000061035156,419.07000732421875,50219300.0,419.07000732421875,,,,,
76,1601299800,424.6199951171875,428.0799865722656,415.54998779296875,421.20001220703125,49719600.0,421.20001220703125,,,,,
77,1601040600,393.4700012207031,408.7300109863281,391.29998779296875,407.3399963378906,67208500.0,407.3399963378906,,,,,
78,1600954200,363.79998779296875,399.5,351.29998779296875,387.7900085449219,96561100.0,387.7900085449219,,,,,
79,1600867800,405.1600036621094,412.1499938964844,375.8800048828125,380.3599853515625,95074200.0,380.3599853515625,,,,,
80,1600781400,429.6000061035156,437.760009765625,417.6000061035156,424.2300109863281,79580800.0,424.2300109863281,,,,,
81,1600695000,453.1300048828125,455.67999267578125,407.07000732421875,449.3900146484375,109476800.0,449.3900146484375,,,,,
82,1600435800,447.94000244140625,451.0,428.79998779296875,442.1499938964844,86406800.0,442.1499938964844,,,,,
83,1600349400,415.6000061035156,437.7900085449219,408.0,423.42999267578125,76779200.0,423.42999267578125,,,,,
84,1600263000,439.8699951171875,457.7900085449219,435.30999755859375,441.760009765625,72279300.0,441.760009765625,,,,,
85,1600176600,436.55999755859375,461.94000244140625,430.70001220703125,449.760009765625,97298200.0,449.760009765625,,,,,
86,1600090200,380.95001220703125,420.0,373.29998779296875,419.6199951171875,83020600.0,419.6199951171875,,,,,
87,1599831000,381.94000244140625,382.5,360.5,372.7200012207031,60717500.0,372.7200012207031,,,,,
88,1599744600,386.2099914550781,398.989990234375,360.55999755859375,371.3399963378906,84930600.0,371.3399963378906,,,,,
89,1599658200,356.6000061035156,369.0,341.510009765625,366.2799987792969,79465800.0,366.2799987792969,,,,,
90,1599571800,356.0,368.739990234375,329.8800048828125,330.2099914550781,115465700.0,330.2099914550781,,,,,
91,1599226200,402.80999755859375,428.0,372.0199890136719,418.32000732421875,110321900.0,418.32000732421875,,,,,
92,1599139800,407.2300109863281,431.79998779296875,402.0,407.0,87596100.0,407.0,,,,,
93,1599053400,478.989990234375,479.0400085449219,405.1199951171875,447.3699951171875,96176100.0,447.3699951171875,,,,,
94,1598967000,502.1400146484375,502.489990234375,470.510009765625,475.04998779296875,90119400.0,475.04998779296875,,,,,
95,1598880600,444.6099853515625,500.1400146484375,440.1099853515625,498.32000732421875,118374400.0,498.32000732421875,,,,,
96,1598880600,,,,,,,5.0,1.0,5:1,SPLIT,5:1
97,1598621400,459.02398681640625,463.697998046875,437.3039855957031,442.67999267578125,100406000.0,442.67999267578125,,,,,
98,1598535000,436.0920104980469,459.1199951171875,428.5,447.75,118465000.0,447.75,,,,,
99,1598448600,412.0,433.20001220703125,410.72601318359375,430.6340026855469,71197000.0,430.6340026855469,,,,,
100,1598362200,394.9779968261719,405.5899963378906,393.6000061035156,404.6679992675781,53294500.0,404.6679992675781,,,,,
101,1598275800,425.2560119628906,425.79998779296875,385.5039978027344,402.8399963378906,100318000.0,402.8399963378906,,,,,
102,1598016600,408.9519958496094,419.0979919433594,405.010009765625,409.9960021972656,107448000.0,409.9960021972656,,,,,
103,1597930200,372.135986328125,404.39801025390625,371.4119873046875,400.3659973144531,103059000.0,400.3659973144531,,,,,
104,1597843800,373.0,382.20001220703125,368.24200439453125,375.70599365234375,61026500.0,375.70599365234375,,,,,
105,1597757400,379.7980041503906,384.7799987792969,369.0220031738281,377.4179992675781,82372500.0,377.4179992675781,,,,,
106,1597671000,335.3999938964844,369.1719970703125,334.5660095214844,367.12799072265625,101211500.0,367.12799072265625,,,,,
107,1597411800,332.99798583984375,333.760009765625,325.3280029296875,330.1419982910156,62888000.0,330.1419982910156,,,,,
108,1597325400,322.20001220703125,330.2359924316406,313.4519958496094,324.20001220703125,102126500.0,324.20001220703125,,,,,
109,1597239000,294.0,317.0,287.0,310.9519958496094,109494000.0,310.9519958496094,,,,,
110,1597152600,279.20001220703125,284.0,273.0,274.87799072265625,43129000.0,274.87799072265625,,,,,
111,1597066200,289.6000061035156,291.5,277.1679992675781,283.7139892578125,37611500.0,283.7139892578125,,,,,
112,1596807000,299.9079895019531,299.95001220703125,283.00201416015625,290.5419921875,44482000.0,290.5419921875,,,,,
113,1596720600,298.1659851074219,303.4620056152344,295.4519958496094,297.9159851074219,29961500.0,297.9159851074219,,,,,
114,1596634200,298.5979919433594,299.9679870605469,293.6619873046875,297.0039978027344,24890000.0,297.0039978027344,,,,,
115,1596547800,299.00201416015625,305.48199462890625,292.3999938964844,297.3999938964844,42075000.0,297.3999938964844,,,,,
116,1596461400,289.8399963378906,301.9620056152344,288.8760070800781,297.0,44046500.0,297.0,,,,,
117,1596202200,303.0,303.4100036621094,284.1960144042969,286.1520080566406,61235000.0,286.1520080566406,,,,,
118,1596115800,297.6000061035156,302.64801025390625,294.20001220703125,297.49798583984375,38105000.0,297.49798583984375,,,,,
119,1596029400,300.20001220703125,306.9620056152344,297.3999938964844,299.8219909667969,47134500.0,299.8219909667969,,,,,
120,1595943000,300.79998779296875,312.94000244140625,294.8840026855469,295.2980041503906,79043500.0,295.2980041503906,,,,,
121,1595856600,287.0,309.5880126953125,282.6000061035156,307.9200134277344,80243500.0,307.9200134277344,,,,,
122,1595597400,283.2019958496094,293.0,273.3080139160156,283.3999938964844,96983000.0,283.3999938964844,,,,,
123,1595511000,335.7900085449219,337.79998779296875,296.15399169921875,302.614013671875,121642500.0,302.614013671875,,,,,
124,1595424600,319.79998779296875,325.28399658203125,312.3999938964844,318.46600341796875,70805500.0,318.46600341796875,,,,,
125,1595338200,327.9859924316406,335.0,311.6000061035156,313.6719970703125,80786500.0,313.6719970703125,,,,,
126,1595251800,303.802001953125,330.0,297.6000061035156,328.6000061035156,85607000.0,328.6000061035156,,,,,
127,1594992600,302.69000244140625,307.50201416015625,298.0,300.1679992675781,46650000.0,300.1679992675781,,,,,
128,1594906200,295.4320068359375,306.3420104980469,293.20001220703125,300.12799072265625,71504000.0,300.12799072265625,,,,,
129,1594819800,308.6000061035156,310.0,291.3999938964844,309.2019958496094,81839000.0,309.2019958496094,,,,,
130,1594733400,311.20001220703125,318.0,286.20001220703125,303.3599853515625,117090500.0,303.3599853515625,,,,,
